Sam_10514_Sam_M_rep2_13	0.32689	1.23027	0.31239	1.11110	0.23349	1.04025	0.35426	0.89210	0.40579	0.93075	0.50724	1.06602	0.62962	1.22061	0.76328	0.98872	0.73751	0.92109	1.06602	0.77455	0.99033	0.62479	1.80837	1.14814	2.13043	0.78582	2.00321	0.54267	1.20128	0.34138	
Sam_10514_Sam_M_rep2_14	0.31561	1.25603	0.29790	1.13365	0.21417	1.06602	0.33655	0.90660	0.39452	0.95007	0.48148	1.08695	0.61191	1.24154	0.74879	1.00966	0.72624	0.93719	1.05796	0.77777	0.96940	0.62962	1.80031	1.15619	2.13848	0.76489	2.00965	0.52978	1.17874	0.32206	
Sam_10514_Sam_M_rep2_15	0.34782	1.28341	0.32689	1.16102	0.24154	1.09339	0.34621	0.93075	0.40740	0.97262	0.50885	1.10466	0.64895	1.24959	0.76972	1.01288	0.74396	0.94685	1.08051	0.77133	0.99194	0.62801	1.83091	1.11594	2.14170	0.73429	2.00643	0.49436	1.18035	0.32367	
Sam_10514_Sam_M_rep2_16	0.37359	1.26569	0.34299	1.15458	0.26731	1.08856	0.37036	0.93236	0.42834	0.97101	0.54106	1.09500	0.66183	1.23027	0.78743	1.00482	0.75845	0.94363	1.09661	0.77455	1.00643	0.63284	1.83091	1.11916	2.13365	0.73751	2.00965	0.51207	1.18518	0.34460	
Sam_10514_Sam_M_rep2_17	0.33977	1.24315	0.32367	1.12238	0.24315	1.04830	0.35909	0.89693	0.41062	0.94041	0.51529	1.07246	0.63929	1.22866	0.76972	0.99355	0.74396	0.92270	1.05474	0.76650	0.99838	0.61674	1.82125	1.12721	2.12399	0.74396	2.00643	0.50885	1.21094	0.31722	
Sam_10514_Sam_M_rep2_18	0.31561	1.23671	0.30112	1.12238	0.21578	1.05313	0.33816	0.90015	0.38969	0.94524	0.48470	1.08051	0.61513	1.23832	0.73268	1.01288	0.71175	0.94524	1.06119	0.79226	0.99677	0.63607	1.81320	1.17552	2.13365	0.80676	2.01449	0.57165	1.20933	0.35104	
Sam_10514_Sam_M_rep2_19	0.34943	1.25120	0.33172	1.13043	0.24637	1.05957	0.37036	0.90177	0.42673	0.94363	0.51851	1.08373	0.65539	1.23832	0.79065	0.99999	0.76167	0.93075	1.08051	0.77133	0.99999	0.62801	1.84862	1.12882	2.14170	0.75523	2.02093	0.52012	1.20450	0.32689	
Sam_10514_Sam_M_rep2_20	0.29951	1.28019	0.28180	1.16102	0.20611	1.08695	0.31722	0.93236	0.37036	0.97262	0.47503	1.10949	0.60386	1.26247	0.73107	1.02898	0.70531	0.96296	1.03542	0.79871	0.97262	0.63929	1.79709	1.16424	2.11432	0.78421	2.00160	0.55555	1.18196	0.35104	
Sam_10514_Sam_M_rep2_21	0.34621	1.22866	0.32689	1.11110	0.24959	1.04186	0.36875	0.89693	0.41706	0.93558	0.52012	1.06280	0.63768	1.21416	0.74396	0.98711	0.72141	0.92431	1.07246	0.76006	0.99516	0.61513	1.80837	1.12399	2.11271	0.75040	1.99355	0.52978	1.20289	0.32045	
Sam_10514_Sam_M_rep2_22	0.30273	1.26730	0.28341	1.14975	0.20128	1.07246	0.32689	0.91787	0.38003	0.96135	0.48309	1.09661	0.60225	1.25120	0.73912	1.01932	0.71175	0.95007	1.05474	0.78743	0.97584	0.62801	1.83252	1.14975	2.14331	0.76328	2.01932	0.53301	1.17713	0.33494	
Sam_10514_Sam_M_rep2_23	0.33655	1.25442	0.31561	1.13365	0.23832	1.06924	0.34943	0.91304	0.40418	0.95007	0.50241	1.08695	0.63607	1.23349	0.75845	1.00482	0.73590	0.93558	1.07246	0.77294	0.99677	0.61996	1.84057	1.12721	2.14653	0.74879	2.02254	0.52012	1.21577	0.32689	
